text,intent,shape
how  much  space  does  a  polygon  cover,calculate_area,polygon
area torus,calculate_area,torus
i  need  the  area  of  a  pyramid,calculate_area,pyramid
how  much  space  does  a  prism  cover,calculate_area,prism
How much space does a right triangle cover,calculate_area,right_triangle
area of a cube with width 46.5?,calculate_area,cube
Area parallelogram,calculate_area,parallelogram
HOW MUCH SPACE DOES A PRISM COVER,calculate_area,prism
get the area of cone,calculate_area,cone
Find area of torus,calculate_area,torus
calculate circle area,calculate_area,circle
can you how much space does a pyramid cover,calculate_area,pyramid
what is the area of a right triangle?,calculate_area,right_triangle
compute area for pyramid?,calculate_area,pyramid
i want to calculate torus area,calculate_area,torus
SPHERE AREA PLEASE,calculate_area,sphere
Calculate pyramid area,calculate_area,pyramid
What is the area of a sphere,calculate_area,sphere
what  is  the  area  of  a  ellipse,calculate_area,ellipse
find area of right triangle?,calculate_area,right_triangle
what's the area of this cube,calculate_area,cube
how big is a ellipse please,calculate_area,ellipse
HOW MUCH SPACE DOES A RIGHT TRIANGLE COVER,calculate_area,right_triangle
right triangle area please please,calculate_area,right_triangle
FIND THE AREA,calculate_area,
i  need  the  area  of  a  cylinder,calculate_area,cylinder
torus  area  please,calculate_area,torus
find the area?,calculate_area,
i  need  the  area  of  a  polygon,calculate_area,polygon
what's the area of this cylinder?,calculate_area,cylinder
what  is  the  area  of  a  cube,calculate_area,cube
HOW MUCH SPACE DOES A CONE COVER,calculate_area,cone
i want to calculate the area of a prism,calculate_area,prism
can you what is the area of a right triangle,calculate_area,right_triangle
compute area for rectangular prism please,calculate_area,rectangular_prism
tell me the area of triangle,calculate_area,triangle
can you what's the area of this circle,calculate_area,circle
calculate rectangle area please,calculate_area,rectangle
please what's the area of this circle,calculate_area,circle
compute  area  for  trapezoid,calculate_area,trapezoid
can you ellipse area please,calculate_area,ellipse
area right triangle,calculate_area,right_triangle
i want to what's the area of this cube,calculate_area,cube
get the area of pyramid please,calculate_area,pyramid
compute area for torus?,calculate_area,torus
I need the area of a cube,calculate_area,cube
I need the area of a trapezoid,calculate_area,trapezoid
CALCULATE THE AREA OF A POLYGON,calculate_area,polygon
please find area of polygon,calculate_area,polygon
i  need  the  area  of  a  right  triangle,calculate_area,right_triangle
ELLIPSE AREA PLEASE,calculate_area,ellipse
i want to tell me the area of rectangular prism,calculate_area,rectangular_prism
find the area please,calculate_area,
i want to i need the area of a parallelogram,calculate_area,parallelogram
i want to tell me the area of cube,calculate_area,cube
Find the area,calculate_area,
can you calculate the area of a torus,calculate_area,torus
can you how much space does a cube cover,calculate_area,cube
what's the area of this parallelogram,calculate_area,parallelogram
CALCULATE SQUARE AREA,calculate_area,square
can you how big is a circle,calculate_area,circle
Cube area please,calculate_area,cube
Area of a circle with height 25.1,calculate_area,circle
How much space does a trapezoid cover,calculate_area,trapezoid
can you tell me the area of polygon,calculate_area,polygon
Tell me the area of pyramid,calculate_area,pyramid
tell me the area of circle,calculate_area,circle
how big is a prism please,calculate_area,prism
i need the area of a rectangle?,calculate_area,rectangle
AREA OF A TRAPEZOID WITH RADIUS 48.5,calculate_area,trapezoid
find the area,calculate_area,
get the area of rectangular prism,calculate_area,rectangular_prism
how  big  is  a  sphere,calculate_area,sphere
please calculate the area of a prism,calculate_area,prism
Area square,calculate_area,square
please what is the area of a circle,calculate_area,circle
Compute area for prism,calculate_area,prism
can you compute area for rectangle,calculate_area,rectangle
CALCULATE THE AREA OF A SQUARE,calculate_area,square
i want to calculate polygon area,calculate_area,polygon
what's  the  area  of  this  right  triangle,calculate_area,right_triangle
tell me the area of rectangular prism please,calculate_area,rectangular_prism
TELL ME THE AREA OF PRISM,calculate_area,prism
I need the area of a parallelogram,calculate_area,parallelogram
How much space does a right triangle cover,calculate_area,right_triangle
please find area of rectangular prism,calculate_area,rectangular_prism
please calculate the area of a rectangle,calculate_area,rectangle
CIRCLE AREA PLEASE,calculate_area,circle
area polygon?,calculate_area,polygon
what's the area of this square please,calculate_area,square
area  parallelogram,calculate_area,parallelogram
find the area please,calculate_area,
I need the area of a rectangular prism,calculate_area,rectangular_prism
please triangle area please,calculate_area,triangle
please how big is a torus,calculate_area,torus
get  the  area  of  parallelogram,calculate_area,parallelogram
area of a ellipse with side 26.8 please,calculate_area,ellipse
i want to how big is a triangle,calculate_area,triangle
find area of rectangular prism please,calculate_area,rectangular_prism
i need the area of a circle please,calculate_area,circle
FIND THE AREA,calculate_area,
please get the area of right triangle,calculate_area,right_triangle
I need the area of a rectangular prism,calculate_area,rectangular_prism
calculate the area of a rectangle please,calculate_area,rectangle
Find area of parallelogram,calculate_area,parallelogram
compute area for right triangle please,calculate_area,right_triangle
GET THE AREA OF TORUS,calculate_area,torus
TELL ME THE AREA OF RECTANGLE,calculate_area,rectangle
COMPUTE AREA FOR POLYGON,calculate_area,polygon
can you i need the area of a rectangle,calculate_area,rectangle
Tell me the area of parallelogram,calculate_area,parallelogram
please area cylinder,calculate_area,cylinder
COMPUTE AREA FOR PARALLELOGRAM,calculate_area,parallelogram
Calculate the area of a square,calculate_area,square
i want to find area of rectangle,calculate_area,rectangle
get the area of circle?,calculate_area,circle
Compute area for polygon,calculate_area,polygon
how big is a parallelogram,calculate_area,parallelogram
please area of a sphere with length 67.3,calculate_area,sphere
what's the area of this square please,calculate_area,square
i want to area of a parallelogram with side length 35.0,calculate_area,parallelogram
AREA TRIANGLE,calculate_area,triangle
square area please?,calculate_area,square
find area of right triangle?,calculate_area,right_triangle
compute area for torus please,calculate_area,torus
i want to what is the area of a ellipse,calculate_area,ellipse
what's the area of this pyramid,calculate_area,pyramid
Compute area for square,calculate_area,square
COMPUTE AREA FOR CIRCLE,calculate_area,circle
area of a prism with side 78.0?,calculate_area,prism
i want to how big is a parallelogram,calculate_area,parallelogram
AREA OF A TRIANGLE WITH WIDTH 29.0,calculate_area,triangle
I NEED THE AREA OF A TRIANGLE,calculate_area,triangle
calculate  the  area  of  a  square,calculate_area,square
how much space does a trapezoid cover?,calculate_area,trapezoid
find  area  of  pyramid,calculate_area,pyramid
how  much  space  does  a  prism  cover,calculate_area,prism
tell me the area of cylinder?,calculate_area,cylinder
Area polygon,calculate_area,polygon
can you how big is a parallelogram,calculate_area,parallelogram
get the area of cube?,calculate_area,cube
i want to how much space does a sphere cover,calculate_area,sphere
please what is the area of a cone,calculate_area,cone
please tell me the area of pyramid,calculate_area,pyramid
find  area  of  sphere,calculate_area,sphere
What is the perimeter of a square,calculate_perimeter,square
can you what is the perimeter of a rectangle,calculate_perimeter,rectangle
i want to how long is the border of ellipse,calculate_perimeter,ellipse
length around rectangle?,calculate_perimeter,rectangle
Circumference of a polygon,calculate_perimeter,polygon
please circle perimeter,calculate_perimeter,circle
please get the circumference,calculate_perimeter,
i want to calculate circumference of parallelogram,calculate_perimeter,parallelogram
FIND THE PERIMETER,calculate_perimeter,
please calculate circumference of triangle,calculate_perimeter,triangle
GET THE CIRCUMFERENCE,calculate_perimeter,
Get the circumference,calculate_perimeter,
i want to calculate the perimeter of a right triangle,calculate_perimeter,right_triangle
FIND PERIMETER OF TRIANGLE,calculate_perimeter,triangle
i want to calculate circumference of parallelogram,calculate_perimeter,parallelogram
please calculate circumference of right triangle,calculate_perimeter,right_triangle
calculate  the  perimeter  of  a  right  triangle,calculate_perimeter,right_triangle
what is the circumference of a rectangle?,calculate_perimeter,rectangle
Perimeter of polygon,calculate_perimeter,polygon
Find the perimeter,calculate_perimeter,
Circumference of a polygon,calculate_perimeter,polygon
how long is the border of square please,calculate_perimeter,square
length around polygon,calculate_perimeter,polygon
GET THE CIRCUMFERENCE,calculate_perimeter,
can you calculate the perimeter of a rectangle,calculate_perimeter,rectangle
find  perimeter  of  right  triangle,calculate_perimeter,right_triangle
polygon perimeter,calculate_perimeter,polygon
